search_title,search_authors,search_publisher,title,authors,publisher,published_date,description,page_count,categories,language,thumbnail,use_title,use_author,use_publisher,errors
キッチン・インフォマティクス 料理を支える自然言語処理と画像処理,原島純，橋本敦史,オーム社,キッチン・インフォマティクス ―料理を支える自然言語処理と画像処理―,"原島　純, 橋本敦史",株式会社 オーム社,2021-03-18,料理を支える自然言語処理と画像処理を学ぼう！ クックパッドや楽天レシピなどのレシピサービスは、多くの方にとってなじみ深い、日常的に使用するものです。ほかにも、写真を撮るだけで食事が記録できるアプリや、トレーに載せた食品をスキャンすると精算ができる画像認識型のレジなど、身の回りには食に関係する情報技術が多数存在します。 本書は、そういったレシピや料理画像を題材として、言葉や画像を扱う技術について解説します。 たとえばクックパッドには、投稿されたレシピの文章を解析して、自動的にカテゴリ分けする機能があります。これには、自然言語処理という言葉を扱う技術が活用されています。 また、上で触れた食事が記録できるアプリなどには、投稿された料理写真を解析して、自動的に料理を認識する機能があります。これには、画像処理という画像を扱う技術が活用されています。 こういった自然言語処理や画像処理の技術を概説したのち、研究や開発に使用できるデータセットや、実際のサービスにおける活用事例を紹介します。さらに、自然言語処理と画像処理を複合的に用いる、クロスモーダルな処理についても紹介します。 また、最後には、自然言語処理や画像処理をより深く学びたい方に向けて、推薦図書の案内も掲載しています。 「まさに料理に関する情報サービスの開発に携わっている！」という方にはもちろんですが、これから自然言語処理や画像処理を学びたい方、言語と画像のクロスモーダルな処理について学びたい方、新しい研究テーマやサービス開発のアイデアを見つけたい方、さらには単純に料理とAIという組み合わせに興味のある方まで、技術に興味のある方には幅広く楽しんでいただける内容です。 このような方におすすめ ◎ 食に関係するデータ処理に興味をもっている方 ◎ 言語や画像の処理を行うエンジニア、リサーチャー ○ 情報系の学部、学科に所属する大学生 主要目次 第1章 はじめに――なぜ料理と情報処理なのか？ 第2章 料理と自然言語処理 第3章 料理と画像処理 第4章 料理とクロスモーダル処理――複合的なアプローチ 第5章 おわりに――料理と情報処理のこれから...,265,Computers,ja,http://books.google.com/books/content?id=af8iEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,1.0,1.0,1.0,0
クラスター分析入門,宮本定明,森北出版,クラスター分析入門 POD版,宮本定明,,2010-06,"(初版1999年10月刊行)統計解析およびデータ解析の一部門である,クラスタリング(クラスター分析)の代表的な手法を詳述した本です. 【目次】 第1章はじめに 第2章 c-平均法 第3章ファジィc-平均法 第4章混合密度分布モデルとEMアルゴリズム 第5章最適クラスタリングの諸技法 第6章クラスタリングのための類似度と非類似度 第7章階層的クラスタリング 第8章樹形図の出力 第9章最短距離法とファジィグラフ 第10章階層的クラスタリングの諸問題...",0,Reference,ja,http://books.google.com/books/content?id=jaHxSAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,1.0,1.0,1.0,0
グラフィカルモデル,渡辺有祐,講談社,グラフィカルモデル,渡辺有祐,講談社,2016-04-19,※この商品はタブレットなど大きいディスプレイを備えた端末で読むことに適しています。また、文字だけを拡大することや、文字列のハイライト、検索、辞書の参照、引用などの機能が使用できません。 各種グラフィカルモデルの紹介から、機械学習における使い方まで丁寧に解説する。この手法が有効な問題の見分け方、グラフの扱い、推論・学習に活かす方法など、必要なことをコンパクトにまとめた。...,189,Technology & Engineering,ja,http://books.google.com/books/content?id=fbrBDgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,1.0,1.0,1.0,0
グラフ深層学習,ヤマオー，ジリアンタン，宮原太陽，中尾光孝,プレアデス出版,グラフ深層学習,,,2024-03-04,世界は「グラフ」でできている。ソーシャルネットワーク、交通ネットワーク、タンパク質の相互作用など、身の回りの様々な現象は、ノード(頂点)とエッジ(辺)から構成されるグラフによって記述することができる。本書はこのグラフを深層学習(ディープラーニング)に適用した「グラフ深層学習」を、初学者にも分かりやすく解説した入門書である。グラフ理論や深層学習の基礎からはじめ、グラフニューラルネットワーク(GNN)の理論的な側面やその実践的な応用例を幅広く取り上げている。自然言語処理、画像処理、データマイニング、生化学・ヘルスケアなど、様々な分野でのGNNの活用が理解できるようになってる。GNNに興味を持つ学生や研究者、さらには実際の業界でGNNを応用したいと考えている専門家にとって、理解の手引きとなる一冊である。...,0,,ja,http://books.google.com/books/content?id=8MWA0AEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,1.0,0.0,1.0,0
グラフ理論,R.ディーステル，根上生也，太田克弘,丸善出版,グラフ理論,R. ディーステル,,2000-10-12,本書は、先端的なグラフ理論の全体像を把握するために書かれた教科書である。どの章も、その分野で何が問題になっているのかがわかる導入になっており、その精神が丁寧に書かれている。また、形式的な証明を与える前に、その直観的なアイディアが示されており、理解を助けてくれる。特に、最終章には、近年のグラフ理論の1つの指導原理となっているRobertsonとSeymourによるグラフ・マイナーの理論がまとめられている。...,383,,ja,http://books.google.com/books/content?id=_q03zgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,1.0,1.0,0.0,0
ゲノムデータ解析,冨田誠，植木優夫,共立出版,ゲノムデータ解析,"冨田誠, 植木優夫",,2016-09,あのOne Pointシリーズが統計学にも登場!第一弾はゲノムワイド解析(GWAS)からレアバリアント解析までポイントを絞って解説。...,116,,ja,http://books.google.com/books/content?id=sl9FvgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,1.0,1.0,1.0,0
サポートベクターマシン入門,ネロクリスティアニーニ，ジョンショー‐テイラー，大北剛,共立出版,サポートベクターマシン入門,"Nello Cristianini, John Shawe-Taylor",,2005-03,統計学習理論に基づく新世代学習システムを詳説...,0,,ja,http://books.google.com/books/content?id=6bFfAwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,1.0,0.0,1.0,0
サポートベクトルマシン,竹内一郎，烏山昌幸,講談社,サポートベクトルマシン,"竹内一郎, 烏山昌幸",,2015-08-07,わかりやすい、実にわかりやすい。解析ツールとして利用したい人が知っておくべきことを整理。多くの学習アルゴリズムを紹介しているので、実践的!構造化サポートベクトルマシン、弱ラベル学習など新しいアプローチも解説。...,175,,ja,http://books.google.com/books/content?id=V10XswEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,1.0,1.0,0.0,0
シミュレーションで理解する回帰分析,竹澤邦夫,共立出版,シミュレーションで理解する回帰分析,竹澤邦夫,,2012-10,Rを用いて統計学の基礎手法をシミュレーション...,228,,ja,http://books.google.com/books/content?id=t3_hMgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,1.0,1.0,1.0,0
シミュレーション辞典,日本シミュレーション学会,コロナ社,シミュレーション辞典,日本シミュレーション学会,,2012-02-27,,415,Digital computer simulation,en,http://books.google.com/books/content?id=_16TtgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,1.0,0.0,1.0,0
スパース回帰分析とパターン認識,梅津佑太，西井龍映，上田勇祐,講談社,スパース回帰分析とパターン認識,"梅津佑太, 西井龍映, 上田勇祐",,2020-02,スパース回帰分析、判別分析、深層学習、SVMなどの基本から、選ばれたモデルへの理解などの発展的な内容までを解説!...,208,,ja,http://books.google.com/books/content?id=JSZWzQEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,1.0,1.0,1.0,0
スパース性に基づく機械学習,冨岡亮太,講談社,スパース性に基づく機械学習,冨岡亮太,,2015-12-18,スパースは絶対読まなきゃ!L1ノルム正則化の理論・モデリング・最適化法を丁寧に解説。「トレースノルム正則化」「アトミックノルム」などの発展的な内容も詳しい。...,179,,ja,http://books.google.com/books/content?id=FSVgjwEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,1.0,1.0,1.0,0
スパース推定100問 with Python,鈴木譲,共立出版,スパース推定100問 with Python,鈴木讓,,2021,阪大教授Joe Suzukiが講義の演習問題を書籍化。Prof.Joeの100問でスパースの本質をつかむ!...,260,,ja,http://books.google.com/books/content?id=lfYrzgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,1.0,0.0,1.0,0
スパース推定法による統計モデリング,川野秀一，松井秀俊，廣瀬慧,共立出版,スパース推定法による統計モデリング,"川野秀一, 松井秀俊, 廣瀬慧",,2018-03,統計学の基本ツールになりつつあるスパース推定について、統計モデリングを中心に入門的内容から発展的内容までを解説。...,168,,ja,http://books.google.com/books/content?id=Ms5OtAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,1.0,1.0,1.0,0
ゼロからつくるPython機械学習プログラミング入門,八谷大岳,講談社,機械学習スタートアップシリーズ　ゼロからつくるＰｙｔｈｏｎ機械学習プログラミング入門,八谷大岳,講談社,2020-08-31,★★理論と実装のバランスがよい、「機械学習 with Python」の決定版★★ ■機械学習モジュールが普及することにより、かえって学びづらくなった機械学習アルゴリズムの基本を徹底マスター！ ■scikit-learnを使わない、numpyとpandasのみのコーディングで、実装力がスキルアップ！ ■ブラックボックスの中身を理解し、一生モノの知識を身につけよう！ 【本書のサポートページ】すぐに実践できるコードがWeb公開！ https://github.com/hhachiya/MLBook 【機械学習スタートアップシリーズ】 https://www.kspub.co.jp/book/series/S042.html 【主な内容】 第1章 機械学習とは何か 第2章 Python入門 第3章 数学のおさらい（線形代数、最適化、確率、統計） 第4章 回帰分析（線形回帰分析、ロジスティック回帰分析） 第5章 分類（線形判別分析、サポートベクトルマシン、ナイーブベイズ法、決定木） 第6章 カーネルモデル 第7章 ニューラルネットワーク 第8章 強化学習 第9章 教師なし学習（主成分分析、因子分析、クラスター分析）...,429,Computers,ja,http://books.google.com/books/content?id=BJwGEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,1.0,1.0,1.0,0
